,id,location,fault_severity,event_type,severity_type,log_feature,volume,resource_type
801,1051,location 480,0,event_type 34,severity_type 2,feature 228,28,resource_type 2
802,14751,location 478,0,event_type 35,severity_type 2,feature 307,1,resource_type 2
803,9096,location 968,0,event_type 20,severity_type 1,feature 219,3,resource_type 2
804,14820,location 812,1,event_type 10,severity_type 1,feature 55,20,resource_type 3
805,15604,location 944,0,event_type 11,severity_type 1,feature 170,3,resource_type 8
806,13892,location 505,0,event_type 35,severity_type 2,feature 232,179,resource_type 2
807,2186,location 480,0,event_type 34,severity_type 2,feature 230,26,resource_type 2
808,9817,location 497,0,event_type 34,severity_type 2,feature 232,145,resource_type 2
809,15340,location 709,0,event_type 11,severity_type 1,feature 195,1,resource_type 8
810,15877,location 26,1,event_type 10,severity_type 4,feature 154,2,resource_type 3
811,2277,location 836,0,event_type 11,severity_type 1,feature 73,4,resource_type 8
812,15816,location 477,0,event_type 35,severity_type 2,feature 234,48,resource_type 2
813,11167,location 343,0,event_type 35,severity_type 4,feature 307,1,resource_type 2
814,4175,location 684,1,event_type 15,severity_type 2,feature 82,6,resource_type 8
815,15765,location 466,0,event_type 35,severity_type 2,feature 312,3,resource_type 2
816,3401,location 893,1,event_type 45,severity_type 1,feature 368,33,resource_type 2
817,1981,location 600,1,event_type 15,severity_type 2,feature 203,5,resource_type 8
818,15993,location 885,0,event_type 11,severity_type 1,feature 81,4,resource_type 8
819,5907,location 638,0,event_type 50,severity_type 1,feature 374,2,resource_type 2
820,18031,location 369,0,event_type 35,severity_type 2,feature 354,1,resource_type 2
821,4028,location 484,0,event_type 35,severity_type 2,feature 309,3,resource_type 2
822,6891,location 1063,0,event_type 11,severity_type 1,feature 195,4,resource_type 8
823,18227,location 126,0,event_type 35,severity_type 4,feature 313,1,resource_type 2
824,7951,location 1031,1,event_type 11,severity_type 1,feature 170,1,resource_type 8
825,12022,location 643,1,event_type 50,severity_type 1,feature 289,1,resource_type 2
826,12753,location 124,0,event_type 35,severity_type 2,feature 315,8,resource_type 2
827,12320,location 903,0,event_type 11,severity_type 2,feature 54,1,resource_type 8
828,5386,location 459,0,event_type 35,severity_type 2,feature 232,3,resource_type 2
829,14658,location 276,0,event_type 35,severity_type 1,feature 221,1,resource_type 2
830,622,location 856,1,event_type 22,severity_type 2,feature 75,1,resource_type 8
831,6988,location 408,1,event_type 34,severity_type 2,feature 315,5,resource_type 2
832,5537,location 1109,1,event_type 13,severity_type 1,feature 345,1,resource_type 6
833,17106,location 181,0,event_type 34,severity_type 2,feature 233,6,resource_type 2
834,13793,location 846,2,event_type 15,severity_type 2,feature 203,8,resource_type 8
835,193,location 979,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
836,6059,location 335,1,event_type 34,severity_type 2,feature 315,1,resource_type 2
837,4272,location 115,0,event_type 34,severity_type 2,feature 312,2,resource_type 2
838,15383,location 846,1,event_type 15,severity_type 2,feature 203,2,resource_type 8
839,4934,location 931,0,event_type 15,severity_type 2,feature 82,1,resource_type 8
840,3646,location 175,1,event_type 20,severity_type 1,feature 134,1,resource_type 2
841,14240,location 983,1,event_type 11,severity_type 1,feature 201,2,resource_type 8
842,15303,location 810,0,event_type 11,severity_type 1,feature 82,2,resource_type 8
843,8487,location 721,1,event_type 11,severity_type 1,feature 209,1,resource_type 8
844,295,location 1050,1,event_type 13,severity_type 1,feature 118,1,resource_type 6
845,5259,location 1,0,event_type 15,severity_type 1,feature 80,1,resource_type 8
846,2118,location 379,0,event_type 34,severity_type 2,feature 307,1,resource_type 2
847,18539,location 147,0,event_type 20,severity_type 1,feature 301,1,resource_type 2
848,157,location 1072,0,event_type 11,severity_type 1,feature 81,4,resource_type 8
849,12651,location 1030,1,event_type 11,severity_type 1,feature 54,2,resource_type 8
850,900,location 819,1,event_type 11,severity_type 4,feature 40,2,resource_type 8
851,3681,location 157,0,event_type 34,severity_type 2,feature 232,4,resource_type 2
852,13970,location 845,2,event_type 11,severity_type 1,feature 82,28,resource_type 8
853,7779,location 763,2,event_type 15,severity_type 1,feature 203,15,resource_type 8
854,13880,location 618,1,event_type 13,severity_type 1,feature 345,1,resource_type 8
855,14425,location 1038,1,event_type 11,severity_type 1,feature 54,2,resource_type 8
856,11781,location 1044,0,event_type 11,severity_type 1,feature 195,2,resource_type 8
857,7286,location 837,1,event_type 13,severity_type 1,feature 273,1,resource_type 6
858,10427,location 229,1,event_type 21,severity_type 1,feature 220,2,resource_type 2
859,4303,location 477,0,event_type 35,severity_type 2,feature 227,1,resource_type 2
860,15913,location 1096,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
861,616,location 885,1,event_type 11,severity_type 1,feature 70,1,resource_type 8
862,17051,location 964,0,event_type 11,severity_type 2,feature 73,1,resource_type 8
863,10167,location 373,0,event_type 34,severity_type 2,feature 232,27,resource_type 2
864,3566,location 518,0,event_type 35,severity_type 4,feature 315,2,resource_type 2
865,10457,location 49,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
866,11166,location 848,0,event_type 11,severity_type 2,feature 73,1,resource_type 8
867,8099,location 242,0,event_type 35,severity_type 4,feature 312,1,resource_type 2
868,16791,location 744,1,event_type 13,severity_type 1,feature 345,4,resource_type 6
869,665,location 1008,1,event_type 15,severity_type 2,feature 82,6,resource_type 8
870,11816,location 829,0,event_type 11,severity_type 2,feature 171,1,resource_type 8
871,855,location 1019,2,event_type 11,severity_type 1,feature 80,9,resource_type 8
872,11078,location 894,0,event_type 42,severity_type 1,feature 290,5,resource_type 2
873,15359,location 1034,2,event_type 11,severity_type 1,feature 54,1,resource_type 8
874,13401,location 1049,0,event_type 11,severity_type 1,feature 195,2,resource_type 8
875,8017,location 609,0,event_type 11,severity_type 2,feature 197,1,resource_type 8
876,491,location 808,0,event_type 15,severity_type 1,feature 193,2,resource_type 8
877,7900,location 477,0,event_type 34,severity_type 2,feature 314,3,resource_type 2
878,3968,location 665,0,event_type 11,severity_type 1,feature 55,8,resource_type 8
879,18111,location 963,0,event_type 11,severity_type 1,feature 195,1,resource_type 8
880,9877,location 819,0,event_type 11,severity_type 4,feature 54,1,resource_type 8
881,9134,location 805,0,event_type 11,severity_type 1,feature 70,2,resource_type 8
882,15523,location 445,0,event_type 35,severity_type 2,feature 313,1,resource_type 2
883,7902,location 891,0,event_type 11,severity_type 2,feature 195,1,resource_type 8
884,1864,location 1107,2,event_type 15,severity_type 1,feature 71,22,resource_type 8
885,8032,location 734,2,event_type 15,severity_type 1,feature 71,4,resource_type 8
886,4756,location 745,2,event_type 11,severity_type 1,feature 169,2,resource_type 7
887,4176,location 206,0,event_type 20,severity_type 1,feature 227,1,resource_type 2
888,11482,location 930,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
889,16543,location 446,0,event_type 35,severity_type 2,feature 315,1,resource_type 2
890,5903,location 344,0,event_type 34,severity_type 2,feature 312,13,resource_type 2
891,1228,location 91,1,event_type 34,severity_type 2,feature 232,2,resource_type 2
892,1533,location 475,0,event_type 34,severity_type 2,feature 234,13,resource_type 2
893,15606,location 644,1,event_type 44,severity_type 1,feature 368,1,resource_type 2
894,11776,location 1023,1,event_type 7,severity_type 2,feature 68,2,resource_type 8
895,1430,location 807,0,event_type 32,severity_type 4,feature 280,1,resource_type 8
896,5299,location 467,0,event_type 20,severity_type 1,feature 301,1,resource_type 2
897,9479,location 118,0,event_type 35,severity_type 2,feature 312,17,resource_type 2
898,14690,location 408,0,event_type 34,severity_type 2,feature 235,6,resource_type 2
899,3364,location 13,1,event_type 13,severity_type 1,feature 118,2,resource_type 6
900,9065,location 9,0,event_type 15,severity_type 1,feature 71,15,resource_type 8
901,13823,location 1022,0,event_type 11,severity_type 1,feature 201,1,resource_type 8
902,5229,location 496,0,event_type 34,severity_type 2,feature 313,42,resource_type 2
903,9102,location 292,1,event_type 34,severity_type 2,feature 313,1,resource_type 2
904,9908,location 1117,0,event_type 11,severity_type 2,feature 55,2,resource_type 8
905,15274,location 962,1,event_type 15,severity_type 1,feature 82,12,resource_type 8
906,15710,location 684,2,event_type 11,severity_type 1,feature 71,1,resource_type 8
907,15801,location 1008,2,event_type 15,severity_type 1,feature 82,24,resource_type 8
908,12900,location 476,0,event_type 35,severity_type 2,feature 233,4,resource_type 2
909,10326,location 707,0,event_type 15,severity_type 2,feature 276,1,resource_type 9
910,7841,location 690,0,event_type 11,severity_type 1,feature 202,10,resource_type 8
911,16283,location 704,0,event_type 11,severity_type 1,feature 193,2,resource_type 8
912,917,location 448,1,event_type 34,severity_type 2,feature 312,3,resource_type 2
913,11861,location 803,1,event_type 11,severity_type 1,feature 170,2,resource_type 8
914,17029,location 640,0,event_type 50,severity_type 1,feature 289,1,resource_type 2
915,17343,location 1107,2,event_type 11,severity_type 1,feature 71,5,resource_type 8
916,14267,location 864,1,event_type 11,severity_type 1,feature 170,3,resource_type 8
917,13102,location 460,0,event_type 34,severity_type 2,feature 312,6,resource_type 2
918,6991,location 794,0,event_type 23,severity_type 1,feature 306,1,resource_type 2
919,3952,location 1,1,event_type 15,severity_type 1,feature 203,6,resource_type 8
920,11868,location 46,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
921,11058,location 1066,0,event_type 20,severity_type 1,feature 219,1,resource_type 2
922,16359,location 899,0,event_type 44,severity_type 4,feature 376,2,resource_type 2
923,16972,location 845,1,event_type 15,severity_type 2,feature 82,22,resource_type 8
924,12255,location 938,1,event_type 54,severity_type 1,feature 202,2,resource_type 2
925,18005,location 1042,0,event_type 15,severity_type 2,feature 82,12,resource_type 8
926,2237,location 135,0,event_type 35,severity_type 2,feature 232,26,resource_type 2
927,13926,location 653,1,event_type 15,severity_type 2,feature 80,1,resource_type 8
928,5337,location 1,0,event_type 15,severity_type 1,feature 201,2,resource_type 8
929,18010,location 601,1,event_type 13,severity_type 1,feature 68,2,resource_type 8
930,9630,location 884,0,event_type 11,severity_type 1,feature 170,4,resource_type 8
931,8680,location 1042,0,event_type 15,severity_type 2,feature 203,2,resource_type 8
932,17306,location 159,1,event_type 34,severity_type 1,feature 211,2,resource_type 8
933,4165,location 1050,1,event_type 14,severity_type 2,feature 68,1,resource_type 4
934,11355,location 892,0,event_type 43,severity_type 1,feature 283,3,resource_type 2
935,5201,location 242,0,event_type 35,severity_type 2,feature 229,52,resource_type 2
936,1702,location 810,1,event_type 54,severity_type 1,feature 203,1,resource_type 8
937,7657,location 1118,0,event_type 11,severity_type 1,feature 54,12,resource_type 8
938,12464,location 466,0,event_type 34,severity_type 2,feature 314,9,resource_type 2
939,8784,location 793,0,event_type 11,severity_type 1,feature 73,5,resource_type 8
940,9469,location 793,0,event_type 11,severity_type 1,feature 73,3,resource_type 8
941,5505,location 307,0,event_type 35,severity_type 4,feature 307,1,resource_type 2
942,14461,location 684,0,event_type 11,severity_type 1,feature 82,20,resource_type 8
943,7649,location 253,0,event_type 35,severity_type 1,feature 134,1,resource_type 2
944,10954,location 942,0,event_type 22,severity_type 4,feature 302,1,resource_type 7
945,8856,location 609,1,event_type 22,severity_type 2,feature 306,9,resource_type 7
946,1085,location 497,0,event_type 35,severity_type 2,feature 313,61,resource_type 2
947,14363,location 122,0,event_type 35,severity_type 2,feature 313,3,resource_type 2
948,6625,location 489,0,event_type 34,severity_type 2,feature 232,5,resource_type 2
949,8806,location 962,2,event_type 15,severity_type 1,feature 203,7,resource_type 8
950,10642,location 600,2,event_type 15,severity_type 2,feature 203,7,resource_type 8
951,6787,location 171,0,event_type 34,severity_type 2,feature 312,7,resource_type 2
952,17832,location 509,0,event_type 34,severity_type 2,feature 232,11,resource_type 2
953,5406,location 793,0,event_type 11,severity_type 2,feature 195,3,resource_type 8
954,6130,location 495,0,event_type 35,severity_type 2,feature 233,89,resource_type 2
955,742,location 1107,0,event_type 11,severity_type 1,feature 193,3,resource_type 8
956,10531,location 755,0,event_type 11,severity_type 1,feature 55,1,resource_type 8
957,3806,location 128,0,event_type 35,severity_type 2,feature 232,1,resource_type 2
958,8367,location 863,1,event_type 20,severity_type 1,feature 134,2,resource_type 2
959,541,location 488,0,event_type 34,severity_type 2,feature 312,8,resource_type 2
960,5058,location 738,1,event_type 11,severity_type 1,feature 172,1,resource_type 8
961,14133,location 173,0,event_type 34,severity_type 2,feature 307,1,resource_type 2
962,4980,location 311,0,event_type 20,severity_type 1,feature 221,1,resource_type 2
963,1632,location 441,1,event_type 34,severity_type 2,feature 312,1,resource_type 2
964,16847,location 932,0,event_type 15,severity_type 2,feature 80,2,resource_type 8
965,500,location 280,0,event_type 35,severity_type 4,feature 312,1,resource_type 2
966,16045,location 88,0,event_type 10,severity_type 2,feature 55,1,resource_type 3
967,18076,location 1000,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
968,6832,location 931,1,event_type 15,severity_type 1,feature 80,1,resource_type 8
969,12891,location 938,0,event_type 11,severity_type 2,feature 81,1,resource_type 8
970,640,location 744,0,event_type 11,severity_type 1,feature 170,2,resource_type 6
971,10946,location 507,0,event_type 34,severity_type 2,feature 314,6,resource_type 2
972,11820,location 895,1,event_type 43,severity_type 1,feature 290,4,resource_type 2
973,15119,location 159,1,event_type 11,severity_type 2,feature 44,1,resource_type 8
974,10451,location 333,0,event_type 35,severity_type 4,feature 313,1,resource_type 2
975,10131,location 471,0,event_type 34,severity_type 2,feature 232,58,resource_type 2
976,8041,location 155,0,event_type 35,severity_type 2,feature 232,11,resource_type 2
977,6892,location 821,0,event_type 11,severity_type 1,feature 80,1,resource_type 8
978,8794,location 229,0,event_type 35,severity_type 4,feature 312,1,resource_type 2
979,16213,location 466,0,event_type 35,severity_type 2,feature 314,71,resource_type 2
980,7130,location 816,0,event_type 11,severity_type 1,feature 170,2,resource_type 8
981,13070,location 846,2,event_type 15,severity_type 2,feature 82,16,resource_type 8
982,10153,location 270,0,event_type 35,severity_type 2,feature 308,1,resource_type 2
983,3101,location 244,0,event_type 34,severity_type 2,feature 312,32,resource_type 2
984,5075,location 782,0,event_type 8,severity_type 1,feature 81,10,resource_type 8
985,3736,location 712,0,event_type 11,severity_type 1,feature 201,2,resource_type 8
986,16064,location 1008,2,event_type 15,severity_type 2,feature 82,8,resource_type 8
987,12893,location 1061,1,event_type 15,severity_type 2,feature 82,10,resource_type 8
988,5899,location 808,0,event_type 15,severity_type 2,feature 71,1,resource_type 8
989,3195,location 816,1,event_type 11,severity_type 1,feature 47,2,resource_type 4
990,8422,location 1120,1,event_type 11,severity_type 1,feature 87,3,resource_type 8
991,4223,location 509,0,event_type 35,severity_type 2,feature 232,4,resource_type 2
992,9263,location 600,1,event_type 15,severity_type 2,feature 82,24,resource_type 8
993,4833,location 107,1,event_type 34,severity_type 2,feature 312,9,resource_type 2
994,7284,location 763,2,event_type 15,severity_type 2,feature 82,28,resource_type 8
995,13689,location 1103,1,event_type 38,severity_type 1,feature 317,1,resource_type 1
996,1574,location 1008,0,event_type 11,severity_type 1,feature 203,3,resource_type 8
997,8987,location 607,0,event_type 11,severity_type 2,feature 11,1,resource_type 8
998,15944,location 373,0,event_type 34,severity_type 2,feature 232,72,resource_type 2
999,9441,location 102,1,event_type 35,severity_type 2,feature 228,5,resource_type 2
1000,16147,location 946,0,event_type 11,severity_type 2,feature 73,1,resource_type 8
1001,3994,location 976,2,event_type 11,severity_type 1,feature 193,11,resource_type 8
1002,777,location 1023,1,event_type 30,severity_type 1,feature 218,1,resource_type 9
1003,13142,location 466,0,event_type 34,severity_type 2,feature 314,28,resource_type 2
1004,10146,location 1072,0,event_type 11,severity_type 1,feature 81,14,resource_type 8
1005,9583,location 126,0,event_type 35,severity_type 2,feature 313,8,resource_type 2
1006,3629,location 1005,0,event_type 20,severity_type 1,feature 219,1,resource_type 2
1007,9081,location 845,1,event_type 15,severity_type 2,feature 203,3,resource_type 8
1008,9611,location 1042,1,event_type 15,severity_type 2,feature 203,3,resource_type 8
1009,984,location 445,0,event_type 34,severity_type 2,feature 312,8,resource_type 2
1010,8344,location 301,0,event_type 34,severity_type 2,feature 227,1,resource_type 2
1011,11252,location 600,0,event_type 15,severity_type 2,feature 82,30,resource_type 8
1012,10282,location 445,0,event_type 35,severity_type 2,feature 312,1,resource_type 2
1013,10561,location 1018,0,event_type 11,severity_type 1,feature 80,1,resource_type 8
1014,6715,location 1011,1,event_type 11,severity_type 1,feature 74,1,resource_type 8
1015,11753,location 661,1,event_type 22,severity_type 4,feature 197,1,resource_type 7
1016,2432,location 923,0,event_type 11,severity_type 1,feature 73,2,resource_type 8
1017,15157,location 1049,2,event_type 11,severity_type 1,feature 73,6,resource_type 8
1018,2627,location 118,0,event_type 35,severity_type 2,feature 232,19,resource_type 2
1019,843,location 895,2,event_type 42,severity_type 1,feature 291,3,resource_type 2
1020,1675,location 91,0,event_type 35,severity_type 2,feature 312,3,resource_type 2
1021,15140,location 957,0,event_type 11,severity_type 2,feature 191,2,resource_type 2
1022,7874,location 126,0,event_type 35,severity_type 2,feature 232,3,resource_type 2
1023,415,location 903,1,event_type 11,severity_type 1,feature 170,19,resource_type 8
1024,4435,location 558,1,event_type 11,severity_type 2,feature 171,1,resource_type 8
1025,7798,location 618,1,event_type 23,severity_type 4,feature 223,1,resource_type 7
1026,16494,location 707,0,event_type 26,severity_type 1,feature 349,1,resource_type 8
1027,8263,location 1010,1,event_type 11,severity_type 2,feature 73,13,resource_type 8
1028,8523,location 742,0,event_type 54,severity_type 1,feature 111,156,resource_type 8
1029,1793,location 1107,2,event_type 15,severity_type 1,feature 82,57,resource_type 8
1030,15593,location 899,1,event_type 42,severity_type 1,feature 376,2,resource_type 2
1031,5545,location 1007,0,event_type 15,severity_type 1,feature 201,2,resource_type 8
1032,5889,location 794,0,event_type 11,severity_type 1,feature 306,1,resource_type 4
1033,15923,location 507,0,event_type 35,severity_type 2,feature 227,2,resource_type 2
1034,2576,location 1038,1,event_type 11,severity_type 1,feature 182,1,resource_type 8
1035,14879,location 326,1,event_type 35,severity_type 2,feature 308,3,resource_type 2
1036,9148,location 903,0,event_type 11,severity_type 2,feature 68,1,resource_type 8
1037,3512,location 145,0,event_type 20,severity_type 1,feature 301,1,resource_type 2
1038,12789,location 1049,0,event_type 11,severity_type 1,feature 81,2,resource_type 8
1039,3941,location 409,1,event_type 35,severity_type 2,feature 233,1,resource_type 2
1040,11052,location 342,0,event_type 35,severity_type 4,feature 315,1,resource_type 2
1041,7720,location 991,2,event_type 11,severity_type 1,feature 207,1,resource_type 8
1042,15625,location 375,1,event_type 35,severity_type 2,feature 313,5,resource_type 2
1043,33,location 473,0,event_type 34,severity_type 2,feature 233,3,resource_type 2
1044,17490,location 584,0,event_type 11,severity_type 1,feature 195,4,resource_type 8
1045,14456,location 808,0,event_type 11,severity_type 1,feature 71,11,resource_type 8
1046,2452,location 116,1,event_type 34,severity_type 1,feature 312,1,resource_type 8
1047,7338,location 1089,1,event_type 11,severity_type 1,feature 54,2,resource_type 8
1048,17440,location 102,0,event_type 34,severity_type 2,feature 308,3,resource_type 2
1049,12038,location 349,0,event_type 35,severity_type 2,feature 232,1,resource_type 2
1050,7179,location 1058,1,event_type 32,severity_type 1,feature 280,1,resource_type 8
1051,10343,location 91,0,event_type 34,severity_type 2,feature 315,226,resource_type 2
1052,49,location 484,0,event_type 34,severity_type 2,feature 315,2,resource_type 2
1053,8163,location 821,2,event_type 11,severity_type 1,feature 82,38,resource_type 8
1054,16950,location 495,0,event_type 34,severity_type 2,feature 313,25,resource_type 2
1055,12761,location 1052,2,event_type 11,severity_type 1,feature 82,18,resource_type 8
1056,5123,location 344,1,event_type 35,severity_type 2,feature 232,2,resource_type 2
1057,14988,location 470,0,event_type 34,severity_type 2,feature 232,2,resource_type 2
1058,10620,location 244,0,event_type 35,severity_type 2,feature 312,23,resource_type 2
1059,6975,location 653,2,event_type 15,severity_type 2,feature 82,4,resource_type 8
1060,9604,location 462,0,event_type 35,severity_type 4,feature 301,3,resource_type 2
1061,3921,location 771,2,event_type 11,severity_type 1,feature 82,310,resource_type 8
1062,16832,location 821,2,event_type 15,severity_type 2,feature 71,1,resource_type 8
1063,17837,location 466,0,event_type 34,severity_type 2,feature 234,21,resource_type 2
1064,11872,location 974,1,event_type 11,severity_type 1,feature 209,2,resource_type 8
1065,14522,location 358,1,event_type 35,severity_type 2,feature 229,1,resource_type 2
1066,13015,location 951,0,event_type 20,severity_type 1,feature 219,1,resource_type 2
1067,9520,location 1046,1,event_type 14,severity_type 2,feature 68,1,resource_type 8
1068,4749,location 309,1,event_type 20,severity_type 1,feature 312,1,resource_type 2
1069,9675,location 653,1,event_type 15,severity_type 1,feature 80,2,resource_type 8
1070,8071,location 133,1,event_type 35,severity_type 2,feature 232,2,resource_type 2
1071,9519,location 931,1,event_type 15,severity_type 2,feature 203,3,resource_type 8
1072,721,location 798,0,event_type 15,severity_type 2,feature 82,14,resource_type 8
1073,1653,location 899,0,event_type 43,severity_type 1,feature 291,5,resource_type 2
1074,13560,location 810,2,event_type 54,severity_type 1,feature 82,23,resource_type 8
1075,12921,location 342,1,event_type 35,severity_type 2,feature 307,1,resource_type 2
1076,2715,location 68,1,event_type 11,severity_type 1,feature 171,7,resource_type 8
1077,5183,location 596,1,event_type 20,severity_type 1,feature 219,1,resource_type 2
1078,1239,location 244,0,event_type 35,severity_type 2,feature 232,25,resource_type 2
1079,17297,location 415,1,event_type 34,severity_type 2,feature 307,2,resource_type 2
1080,10115,location 601,1,event_type 14,severity_type 1,feature 345,1,resource_type 8
1081,11846,location 976,1,event_type 15,severity_type 1,feature 82,2,resource_type 8
1082,10501,location 1052,0,event_type 15,severity_type 2,feature 82,4,resource_type 8
1083,12772,location 466,0,event_type 35,severity_type 2,feature 314,6,resource_type 2
1084,2067,location 1018,0,event_type 15,severity_type 1,feature 80,6,resource_type 8
1085,11585,location 44,0,event_type 40,severity_type 4,feature 365,1,resource_type 2
1086,13940,location 653,2,event_type 15,severity_type 2,feature 82,4,resource_type 8
1087,7131,location 446,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
1088,12352,location 1078,0,event_type 11,severity_type 1,feature 73,16,resource_type 8
1089,3236,location 809,0,event_type 15,severity_type 2,feature 193,1,resource_type 8
1090,13240,location 495,0,event_type 35,severity_type 2,feature 229,1,resource_type 2
1091,581,location 1007,0,event_type 15,severity_type 2,feature 80,1,resource_type 8
1092,6581,location 1019,0,event_type 15,severity_type 2,feature 80,6,resource_type 8
1093,6219,location 674,2,event_type 11,severity_type 1,feature 84,1,resource_type 8
1094,11757,location 673,1,event_type 11,severity_type 1,feature 171,8,resource_type 8
1095,8852,location 774,0,event_type 15,severity_type 2,feature 203,5,resource_type 8
1096,5179,location 846,1,event_type 15,severity_type 2,feature 82,2,resource_type 8
1097,1105,location 467,0,event_type 35,severity_type 1,feature 301,1,resource_type 2
1098,12535,location 1042,1,event_type 15,severity_type 2,feature 82,27,resource_type 8
1099,17546,location 276,0,event_type 34,severity_type 2,feature 312,5,resource_type 2
1100,13201,location 242,0,event_type 34,severity_type 2,feature 314,47,resource_type 2
1101,15848,location 834,0,event_type 11,severity_type 1,feature 82,43,resource_type 2
1102,11224,location 823,0,event_type 15,severity_type 2,feature 80,2,resource_type 8
1103,12147,location 943,0,event_type 11,severity_type 1,feature 170,6,resource_type 8
1104,10776,location 407,1,event_type 34,severity_type 2,feature 312,1,resource_type 2
1105,2363,location 891,0,event_type 11,severity_type 1,feature 73,6,resource_type 8
1106,8994,location 459,0,event_type 35,severity_type 2,feature 312,1,resource_type 2
1107,13847,location 378,0,event_type 34,severity_type 2,feature 232,4,resource_type 2
1108,17436,location 798,2,event_type 15,severity_type 2,feature 203,28,resource_type 8
1109,2541,location 1103,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
1110,1152,location 891,0,event_type 11,severity_type 1,feature 73,4,resource_type 8
1111,17914,location 446,1,event_type 35,severity_type 1,feature 227,1,resource_type 8
1112,2397,location 104,0,event_type 11,severity_type 2,feature 227,2,resource_type 8
1113,10648,location 380,0,event_type 35,severity_type 2,feature 232,6,resource_type 2
1114,8275,location 936,1,event_type 13,severity_type 1,feature 75,1,resource_type 7
1115,7916,location 1106,1,event_type 11,severity_type 1,feature 170,1,resource_type 8
1116,3495,location 979,1,event_type 7,severity_type 1,feature 195,3,resource_type 1
1117,14895,location 794,1,event_type 23,severity_type 1,feature 223,1,resource_type 8
1118,9137,location 704,0,event_type 15,severity_type 2,feature 82,4,resource_type 8
1119,9606,location 252,1,event_type 35,severity_type 4,feature 301,1,resource_type 2
1120,7196,location 723,0,event_type 11,severity_type 1,feature 87,1,resource_type 8
1121,6319,location 584,0,event_type 11,severity_type 2,feature 109,2,resource_type 8
1122,11431,location 34,0,event_type 11,severity_type 1,feature 55,2,resource_type 8
1123,3166,location 839,1,event_type 11,severity_type 1,feature 170,1,resource_type 8
1124,6740,location 707,0,event_type 15,severity_type 2,feature 71,3,resource_type 9
1125,16904,location 846,1,event_type 15,severity_type 2,feature 82,50,resource_type 8
1126,6198,location 655,1,event_type 15,severity_type 1,feature 137,2,resource_type 8
1127,1406,location 735,0,event_type 11,severity_type 1,feature 70,7,resource_type 2
1128,3528,location 879,0,event_type 11,severity_type 1,feature 73,1,resource_type 8
1129,11571,location 463,0,event_type 35,severity_type 2,feature 312,4,resource_type 2
1130,17811,location 1100,1,event_type 11,severity_type 1,feature 82,45,resource_type 8
1131,1658,location 126,0,event_type 34,severity_type 2,feature 312,6,resource_type 2
1132,10400,location 849,0,event_type 21,severity_type 1,feature 135,1,resource_type 2
1133,11824,location 613,0,event_type 15,severity_type 2,feature 71,1,resource_type 8
1134,6831,location 699,0,event_type 11,severity_type 1,feature 68,1,resource_type 8
1135,10938,location 830,0,event_type 11,severity_type 1,feature 170,97,resource_type 8
1136,2440,location 1075,2,event_type 15,severity_type 2,feature 82,20,resource_type 8
1137,13393,location 856,1,event_type 11,severity_type 1,feature 75,1,resource_type 8
1138,16144,location 818,1,event_type 11,severity_type 1,feature 170,1,resource_type 8
1139,9621,location 375,0,event_type 35,severity_type 2,feature 313,20,resource_type 2
1140,3141,location 755,0,event_type 11,severity_type 1,feature 55,4,resource_type 8
1141,13593,location 786,0,event_type 24,severity_type 1,feature 239,2,resource_type 2
1142,15446,location 495,0,event_type 35,severity_type 2,feature 312,19,resource_type 2
1143,8100,location 91,0,event_type 35,severity_type 2,feature 227,2,resource_type 2
1144,8694,location 1015,1,event_type 11,severity_type 1,feature 170,5,resource_type 8
1145,7151,location 834,0,event_type 15,severity_type 2,feature 82,8,resource_type 8
1146,4496,location 693,1,event_type 11,severity_type 1,feature 54,2,resource_type 8
1147,8408,location 790,0,event_type 24,severity_type 1,feature 239,1,resource_type 2
1148,15952,location 1,1,event_type 11,severity_type 1,feature 201,2,resource_type 8
1149,15580,location 798,2,event_type 15,severity_type 2,feature 203,15,resource_type 8
1150,6221,location 909,2,event_type 11,severity_type 1,feature 170,8,resource_type 8
1151,4642,location 793,0,event_type 11,severity_type 1,feature 73,15,resource_type 8
1152,14545,location 465,0,event_type 34,severity_type 2,feature 232,7,resource_type 2
1153,9587,location 967,1,event_type 11,severity_type 4,feature 54,1,resource_type 8
1154,7919,location 724,1,event_type 11,severity_type 1,feature 170,3,resource_type 8
1155,13384,location 139,1,event_type 35,severity_type 2,feature 227,2,resource_type 2
1156,3053,location 793,0,event_type 24,severity_type 1,feature 318,1,resource_type 8
1157,472,location 122,0,event_type 35,severity_type 2,feature 233,7,resource_type 2
1158,811,location 314,0,event_type 34,severity_type 2,feature 312,2,resource_type 2
1159,17966,location 795,0,event_type 20,severity_type 1,feature 219,1,resource_type 2
1160,9770,location 696,0,event_type 11,severity_type 2,feature 54,18,resource_type 8
1161,11806,location 479,0,event_type 34,severity_type 2,feature 234,11,resource_type 2
1162,7108,location 1083,2,event_type 11,severity_type 1,feature 68,2,resource_type 8
